Cluster ID,Link Score,source file,id,title,authors,venue,year
1913,,0,377677,Cache investment: integrating query optimization and distributed data placement,"Donald Kossmann, Michael J. Franklin, Gerhard Drasch, Wig Ag",ACM Transactions on Database Systems (TODS) ,2000
356,0.984215,0,381860,Advances in real-time database systems research,Azer Bestavros,ACM SIGMOD Record ,1996
1914,,0,381868,"Integrating temporal, real-time, an active databases","Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",ACM SIGMOD Record ,1996
278,0.984462,0,381870,Real-time index concurrency control,"Jayant R. Haritsa, S. Seshadri",ACM SIGMOD Record ,1996
1778,0.869987,0,381873,Real-time database - similarity and resource scheduling,"Tei-Wei Kuo, Aloysius K. Mok",ACM SIGMOD Record ,1996
1915,,0,381876,Exploiting main memory DBMS features to improve real-time concurrency control protocols,"&#214;zg&#252;r Ulusoy, Alejandro Buchmann",ACM SIGMOD Record ,1996
1916,,0,381878,Enhancing external consistency in real-time transactions,"Kwei-Jay Lin, Ching-Shan Peng",ACM SIGMOD Record ,1996
1917,,0,381879,Improving timeliness in real-time secure database systems,"Sang H. Son, Rasikan David, Bhavani Thuraisingham",ACM SIGMOD Record ,1996
1918,,0,381881,DeeDS towards a distributed and active real-time database system,"S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",ACM SIGMOD Record ,1996
399,0.983978,0,381882,Overview of the STanford Real-time Information Processor (STRIP),"Brad Adelberg, Ben Kao, Hector Garcia-Molina",ACM SIGMOD Record ,1996
1919,,0,381886,Database research: achievements and opportunities into the 1st century,"Avi Silberschatz, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record ,1996
1653,0.951688,0,381889,Workshop report: the first international workshop on active and real-time database systems (ARTDB-95),"Mikael Berndtsson, J&#246;rgen Hansson",ACM SIGMOD Record ,1996
1920,,0,381890,Integrating contents and structure in text retrieval,"Ricardo Baeza-Yates, Gonzalo Navarro",ACM SIGMOD Record ,1996
1256,0.976621,0,335494,lambda-DB: an ODMG-based object-oriented DBMS,"Leonidas Fegaras, Chandrasekhar Srinivasan, Arvind Rajendran, David Maier",International Conference on Management of Data,2000
1503,0.964655,0,335495,An approximate search engine for structural databases,"Jason T. L. Wang, Xiong Wang, Dennis Shasha, Bruce A. Shapiro, Kaizhong Zhang, Qicheng Ma, Zasha Weinberg",International Conference on Management of Data,2000
1921,,0,335484,Research issues in moving objects databases (tutorial session),Ouri Wolfson,International Conference on Management of Data,2000
1922,,0,335492,Self-organizing data sharing communities with SAGRES,"Zachary Ives, Alon Levy, Jayant Madhavan, Rachel Pottinger, Stefan Saroiu, Igor Tatarinov, Shiori Betzler, Qiong Chen, Ewa Jaslikowska, Jing Su, Wai Tak Theodora Yeung",International Conference on Management of Data,2000
1923,,0,335480,Data access (tutorial session),"Jos&#233; A. Blakeley, Anand Deshpande",International Conference on Management of Data,2000
1924,,0,335482,LDAP directory services- just another database application? (tutorial session),"Shridhar Shukla, Anand Deshpande",International Conference on Management of Data,2000
1806,0.119868,0,335477,Designing an ultra highly available DBMS (tutorial session),"Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",International Conference on Management of Data,2000
1800,0.601456,0,335479,"Data management in eCommerce (tutorial session): the good, the bad, and the ugly",Avigdor Gal,International Conference on Management of Data,2000
1809,0.0254772,0,335474,Application architecture (panel session): 2Tier or 3Tier? What is DBMS's role?,Anil K. Nori,International Conference on Management of Data,2000
1925,,0,335476,Of XML and databases (panel session): where's the beef?,"Jennifer Widom, Adam Bosworth, Bruce Lindsay, Michael Stonebraker, Dan Suciu",International Conference on Management of Data,2000
1697,0.94102,0,335471,From browsing to interacting: DBMS support for responsive websites,Raghu Ramakrishnan,International Conference on Management of Data,2000
1926,,0,335473,Index research (panel session): forest or trees?,"Joseph M. Hellerstein, Hans-Peter Kriegel, David Comet, Christos Falsutsos, Raghu Ramakrishnan, Paul Brown",International Conference on Management of Data,2000
1151,0.977525,0,335468,SQLEM: fast clustering in SQL using the EM algorithm,"Carlos Ordonez, Paul Cereghini",International Conference on Management of Data,2000
1150,0.977525,0,335469,Anatomy of a real E-commerce system,Anant Jhingran,International Conference on Management of Data,2000
1217,0.977062,0,335465,Handling very large databases with informix extended parallel server,Andreas Weininger,International Conference on Management of Data,2000
1402,0.9725,0,335466,Internet traffic warehouse,"Chung-Min Chen, Munir Cochinwala, Claudio Petrone, Marc Pucci, Sunil Samtani, Patrizia Santa",International Conference on Management of Data,2000
1749,0.918731,0,336589,DISIMA: a distributed and interoperable image database system,"Vincent Oria, M. Tamer &#214;zsu, Paul J. Iglinski, Shu Lin, Bin Yao",International Conference on Management of Data,2000
1255,0.976621,0,336587,Integrating replacement policies in StorM: an extensible approach,"Chong Leng Goh, Beng Chin Ooi, Stephane Bressan, Kian-Lee Tan",International Conference on Management of Data,2000
1927,,0,336583,SPIRE: a progressive content-based spatial image retrieval engine,"Chung-Sheng Li, Lawrence D. Bergman, Yuan-Chi Chang, Vittorio Castelli, John R. Smith",International Conference on Management of Data,2000
1149,0.977525,0,336579,AQR-toolkit: an adaptive query routing middleware for distributed data intensive systems,"Ling Liu, Calton Pu, David Buttler, Wei Han, Henrique Paques, Wei Tang",International Conference on Management of Data,2000
1047,0.978527,0,336578,TIP: a temporal extension to Informix,"Jun Yang, Huacheng C. Ying, Jennifer Widom",International Conference on Management of Data,2000
1328,0.9758,0,336577,A goal-driven auto-configuration tool for the distributed workflow management system mentorlite,"Michael Gillmann, Jeanine Weissenfels, German Shegalov, Wolfgang Wonner, Gerhard Weikum",International Conference on Management of Data,2000
1649,0.951831,0,336575,MOCHA: a database middleware system featuring automatic deployment of application-specific functionality,"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos, John M. McGann, Stephen Kelley, Vadim Katz, Zhexuan Song, Joseph J&#225;J&#225;",International Conference on Management of Data,2000
1605,0.956759,0,336573,Image mining in IRIS: integrated retinal information system,"Wynne Hsu, Mong Li Lee, Kheng Guan Goh",International Conference on Management of Data,2000
1416,0.97071,0,336572,Towards data mining benchmarking: a test bed for performance study of frequent pattern mining,"Jian Pei, Runying Mao, Kan Hu, Hua Zhu",International Conference on Management of Data,2000
1928,,0,336570,Concept based design of data warehouses: the DWQ demonstrators,"M. Jarke, C. Quix, D. Calvanese, M. Lenzerini, E. Franconi, S. Ligoudistianos, P. Vassiliadis, Y. Vassiliou",International Conference on Management of Data,2000
1216,0.977062,0,336568,AJAX: an extensible data cleaning tool,"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon",International Conference on Management of Data,2000
1526,0.963545,0,336564,"i3: intelligent, interactive investigation of OLAP data cubes","Sunita Sarawagi, Gayatri Sathe",International Conference on Management of Data,2000
1215,0.977062,0,336562,javax.XXL: a prototype for a library of query processing algorithms,"Jochen van den Bercken, Jens-Peter Dittrich, Bernhard Seeger",International Conference on Management of Data,2000
1101,0.978013,0,336560,FACT: a learning based Web query processing system,"Songting Chen, Yanlei Diao, Hongjun Lu, Zengping Tian",International Conference on Management of Data,2000
1327,0.9758,0,335497,HOMER: a model-based CASE tool for data-intensive Web sites,"Paolo Merialdo, Paolo Atzeni, Marco Magnante, Giansalvatore Mecca, Marco Pecorone",International Conference on Management of Data,2000
1379,0.97405,0,335496,SERFing the Web: web site management made easy,"Elke A. Rundensteiner, Kajal T. Claypool, Li Chen, Hong Su, Keiji Oenoki",International Conference on Management of Data,2000
1297,0.976201,0,335430,WebView materialization,"Alexandros Labrinidis, Nick Roussopoulos",International Conference on Management of Data,2000
1148,0.977525,0,335432,NiagaraCQ: a scalable continuous query system for Internet databases,"Jianjun Chen, David J. DeWitt, Feng Tian, Yuan Wang",International Conference on Management of Data,2000
1471,0.966365,0,335433,The onion technique: indexing for linear optimization queries,"Yuan-Chi Chang, Lawrence Bergman, Vittorio Castelli, Chung-Sheng Li, Ming-Ling Lo, John R. Smith",International Conference on Management of Data,2000
1254,0.976621,0,335434,On effective multi-dimensional indexing for strings,"H. V. Jagadish, Nick Koudas, Divesh Srivastava",International Conference on Management of Data,2000
1929,,0,335426,A data model and data structures for moving objects databases,"Luca Forlizzi, Ralf Hartmut G&#252;ting, Enrico Nardelli, Markus Schneider",International Conference on Management of Data,2000
1930,,0,335427,Indexing the positions of continuously moving objects,"Simonas &#352;altenis, Christian S. Jensen, Scott T. Leutenegger, Mario A. Lopez",International Conference on Management of Data,2000
1046,0.978527,0,335428,Adaptive multi-stage distance join processing,"Hyoseop Shin, Bongki Moon, Sukho Lee",International Conference on Management of Data,2000
995,0.979068,0,335429,Finding replicated Web collections,"Junghoo Cho, Narayanan Shivakumar, Hector Garcia-Molina",International Conference on Management of Data,2000
1099,0.978013,0,335421,A chase too far?,"Lucian Popa, Alin Deutsch, Arnaud Sahuguet, Val Tannen",International Conference on Management of Data,2000
1147,0.977525,0,335422,WSQ/DSQ: a practical approach for combined querying of databases and the Web,"Roy Goldman, Jennifer Widom",International Conference on Management of Data,2000
1146,0.977525,0,335423,A framework for expressing and combining preferences,"Rakesh Agrawal, Edward L. Wimmers",International Conference on Management of Data,2000
1931,,0,335424,Microsoft TerraServer: a spatial data warehouse,"Tom Barclay, Jim Gray, Don Slutz",International Conference on Management of Data,2000
1932,,0,335416,Towards self-tuning data placement in parallel database systems,"Mong Li Lee, Masaru Kitsuregawa, Beng Chin Ooi, Kian-Lee Tan, Anirban Mondal",International Conference on Management of Data,2000
1711,0.935368,0,335418,LH*RS: a high-availability scalable distributed data structure using Reed Solomon Codes,"Witold Litwin, Thomas Schwarz",International Conference on Management of Data,2000
1045,0.978527,0,335419,Efficient and extensible algorithms for multi query optimization,"Prasan Roy, S. Seshadri, S. Sudarshan, Siddhesh Bhobe",International Conference on Management of Data,2000
1326,0.9758,0,335420,Eddies: continuously adaptive query processing,"Ron Avnur, Joseph M. Hellerstein",International Conference on Management of Data,2000
1044,0.978527,0,335461,DLFM: a transactional resource manager,"Hui-I Hsiao, Inderpal Narang",International Conference on Management of Data,2000
1933,,0,335459,Going beyond personalization: rule engines at work,Eric Kintzer,International Conference on Management of Data,2000
1454,0.968113,0,335463,Indexing images in Oracle8i,"Melliyal Annamalai, Rajiv Chopra, Samuel DeFazio, Susan Mavris",International Conference on Management of Data,2000
1296,0.976201,0,335462,Online index rebuild,"Nagavamsi Ponnekanti, Hanuma Kodavalla",International Conference on Management of Data,2000
1791,0.799274,0,335454,Maintenance of cube automatic summary tables,"Wolfgang Lehner, Richard Sidle, Hamid Pirahesh, Roberta Wolfgang Cochrane",International Conference on Management of Data,2000
1934,,0,335452,Benchmarking queries over trees: learning the hard truth the hard way,"Fanny Wattez, Sophie Cluet, V&#233;ronique Benzaken, Guy Ferran, Christian Fiegel",International Conference on Management of Data,2000
965,0.97964,0,335457,Expressing business rules,Ronald G. Ross,International Conference on Management of Data,2000
1935,,0,335455,Challenges in automating declarative business rules to enable rapid business response,Val Huber,International Conference on Management of Data,2000
1552,0.962064,0,335449,Making B+- trees cache conscious in main memory,"Jun Rao, Kenneth A. Ross",International Conference on Management of Data,2000
1325,0.9758,0,335448,Approximating multi-dimensional aggregate range queries over real attributes,"Dimitrios Gunopulos, George Kollios, Vassilis J. Tsotras, Carlotta Domeniconi",International Conference on Management of Data,2000
1700,0.938341,0,335451,"Counting, enumerating, and sampling of execution plans in a cost-based query optimizer","Florian Waas, C&#233;sar Galindo-Legaria",International Conference on Management of Data,2000
1214,0.977062,0,335450,Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000
1295,0.976201,0,335437,Efficient algorithms for mining outliers from large data sets,"Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,2000
964,0.97964,0,335436,Efficient and cost-effective techniques for browsing and indexing large video databases,"JungHwan Oh, Kien A. Hua",International Conference on Management of Data,2000
1936,,0,335439,Designing and mining multi-terabyte astronomy archives: the Sloan Digital Sky Survey,"Alexander S. Szalay, Peter Z. Kunszt, Ani Thakar, Jim Gray, Don Slutz, Robert J. Brunner",International Conference on Management of Data,2000
1145,0.977525,0,335438,Privacy-preserving data mining,"Rakesh Agrawal, Ramakrishnan Srikant",International Conference on Management of Data,2000
1937,,0,369278,Using quantitative information for efficient association rule generation,"B. P&#244;ssas, M. Carvalho, R. Resende, W. Meita, Jr.",ACM SIGMOD Record ,2000
246,0.984722,0,369281,Object database evolution using separation of concerns,"Awais Rashid, Peter Sawyer",ACM SIGMOD Record ,2000
1938,,0,369276,Report on the VLDB workshop on technologies for e-services (TES),"Fabio Casati, Umesh Dayal, Ming-Chien Shan",ACM SIGMOD Record ,2000
1939,,0,369277,Research and practice in federated information systems,"W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",ACM SIGMOD Record ,2000
277,0.984462,0,369287,Moving up the food chain: supporting e-commerce applications on databases,Anant Jhingran,ACM SIGMOD Record ,2000
1940,,0,369289,A vision for management of complex models,"Phillip A. Bernstein, Alon Y. Halevy, Rachel A. Pottinger",ACM SIGMOD Record ,2000
1389,0.97352,0,369282,Cache invalidation scheme for mobile computing systems with real-time data,"Joe Chun-Hung Yuen, Edward Chan, Kam-Yiu Lam, H. W. Leung",ACM SIGMOD Record ,2000
177,0.984994,0,369284,Theory of answering queries using views,Alon Y. Halevy,ACM SIGMOD Record ,2000
1499,0.965208,0,362138,Metadata standards for data warehousing: open information model vs. common warehouse metadata,"Thomas Vetterli, Anca Vaduva, Martin Staudt",ACM SIGMOD Record ,2000
114,0.985579,0,362140,Comparative analysis of six XML schema languages,"Dongwon Lee, Wesley W. Chu",ACM SIGMOD Record ,2000
245,0.984722,0,362136,Constraint databases: a tutorial introduction,Jan Van den Bussche,ACM SIGMOD Record ,2000
474,0.983752,0,362137,The implementation and performance of compressed databases,"Till Westmann, Donald Kossmann, Sven Helmer, Guido Moerkotte",ACM SIGMOD Record ,2000
487,0.983731,0,363955,A new approach to developing and implementing eager database replication protocols,"Bettina Kemme, Gustavo Alonso",ACM Transactions on Database Systems (TODS) ,2000
196,0.984854,0,363956,Theory of dependence values,Rosa Meo,ACM Transactions on Database Systems (TODS) ,2000
276,0.984462,0,362142,Knowledge discovery in data warehouses,Themistoklis Palpanas,ACM SIGMOD Record ,2000
585,0.983072,0,363954,An algebraic approach to static analysis of active database rules,"Elena Baralis, Jennifer Widom",ACM Transactions on Database Systems (TODS) ,2000
1478,0.966263,0,373709,SQL and management of external data,"Jim Melton, Jan-Eike Michels, Vanja Josifovski, Krishna Kulkarni, Peter Schwarz, Kathy Zeidenstein",ACM SIGMOD Record ,2001
1941,,0,373708,Report on the fourth international conference on flexible query answering systems (FQAS 2000),"Patrick Bosc, Amihai Motro, Gabriella Pasi",ACM SIGMOD Record ,2001
1458,0.967713,0,373705,XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001
355,0.984215,0,373699,Report on XEWA-00: the XML enabled wide-area searches for bioinformatics workshop,Terence Critchlow,ACM SIGMOD Record ,2001
1598,0.957914,0,375666,Iceberg-cube computation with PC clusters,"Raymond T. Ng, Alan Wagner, Yu Yin",International Conference on Management of Data,2001
1144,0.977525,0,375665,On computing correlated aggregates over continual data streams,"Johannes Gehrke, Flip Korn, Divesh Srivastava",International Conference on Management of Data,2001
1042,0.978527,0,375664,Efficient computation of Iceberg cubes with complex measures,"Jiawei Han, Jian Pei, Guozhu Dong, Ke Wang",International Conference on Management of Data,2001
1437,0.969181,0,373713,The Clio project: managing heterogeneity,"Ren&#233;e J. Miller, Mauricio A. Hern&#225;ndez, Laura M. Haas, Lingling Yan, C. T. Howard Ho, Ronald Fagin, Lucian Popa",ACM SIGMOD Record ,2001
1942,,0,373678,Querying multi-dimensional data indexed using the Hilbert space-filling curve,"J. K. Lawder, P. J. H. King",ACM SIGMOD Record ,2001
275,0.984462,0,373638,Re-designing distance functions and distance-based applications for high dimensional data,Charu C. Aggarwal,ACM SIGMOD Record ,2001
1943,,0,373631,EIHA?!?: deploying Web and WAP services using XML technology,"Chiara Biancheri, Jean-Christophe Pazzaglia, Gavino Paddeu",ACM SIGMOD Record ,2001
1944,,0,369291,New TPC benchmarks for decision support and web commerce,"Meikel Poess, Chris Floyd",ACM SIGMOD Record ,2000
1407,0.972246,0,373697,Constraints for semistructured data and XML,"Peter Buneman, Wenfei Fan, J&#233;r&#244;me Sim&#233;on, Scott Weinstein",ACM SIGMOD Record ,2001
1945,,0,373691,Towards knowledge-based digital libraries,"Ling Feng, Marfred A. Jeusfeld, Jeroen Hoppenbrouwers",ACM SIGMOD Record ,2001
1946,,0,373684,Quality of service in multimedia digital libraries,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Sa&#239;d Hacid",ACM SIGMOD Record ,2001
113,0.985579,0,373680,Infosphere project: system support for information flow applications,"Calton Pu, Karsten Schwan, Jonathan Walpole",ACM SIGMOD Record ,2001
1413,0.971334,0,344820,Report on NGITS'99: The fourth international workshop on next generation information technologies and systems,Opher Etzion,ACM SIGMOD Record ,1999
354,0.984215,0,344822,Comparative analysis of five XML query languages,"Angela Bonifati, Stefano Ceri",ACM SIGMOD Record ,2000
1398,0.972651,0,344825,Design and management of data warehouses report on the DMDW'99 workshop,"Stella Gatziu, Manfred Jeusfeld, Martin Staudt, Yannis Vassiliou",ACM SIGMOD Record ,1999
398,0.983978,0,344828,Beyond document similarity: understanding value-based search and browsing technologies,"Andreas Paepcke, Hector Garcia-Molina, Gerard Rodriguez-Mula, Junghoo Cho",ACM SIGMOD Record ,2000
1947,,0,344839,Timer-driven database triggers and alerters: semantics and a challenge,"Eric N. Hanson, Lloyd X. Noronha",ACM SIGMOD Record ,1999
397,0.983978,0,344843,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999
176,0.984994,0,344850,"Some remarks on variable independence, closure, and orthographic dimension in constraint databases",Leonid Libkin,ACM SIGMOD Record ,1999
353,0.984215,0,344853,On views and XML,Serge Abiteboul,ACM SIGMOD Record ,1999
1487,0.965767,0,336590,The MLPQ/GIS constraint database system,"Peter Revesz, Rui Chen, Pradip Kanjamala, Yiming Li, Yuguo Liu, Yonghui Wang",International Conference on Management of Data,2000
1948,,0,344789,Evolution and change in data management - issues and directions,"John F. Roddick, Lina Al-Jadir, Leopoldo Bertossi, Marlon Dumas, Florida Estrella, Heidi Gregersen, Kathleen Hornsby, Jens Lufter, Federica Mandreoli, Tomi M&#228;nnist&#246;, Enric Mayol, Lex Wedemeijer",ACM SIGMOD Record ,2000
473,0.983752,0,344794,Generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"Alexandros Labrinidis, Nick Roussopoulos",ACM SIGMOD Record ,2000
396,0.983978,0,344799,Hierarchies and relative operators in the OLAP environment,"Elaheh Pourabbas, Maurizio Rafanelli",ACM SIGMOD Record ,2000
395,0.983978,0,344803,An optimisation scheme for coalesce/valid time selection operator sequences,Costas Vassilakis,ACM SIGMOD Record ,2000
148,0.985279,0,344808,Incremental maintenance of recursive views using relational calculus/SQL,"Guozhu Dong, Jianwen Su",ACM SIGMOD Record ,2000
244,0.984722,0,344815,An extensible compressor for XML data,"Hartmut Liefke, Dan Suciu",ACM SIGMOD Record ,2000
394,0.983978,0,344819,SQL standardization: the next steps,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,2000
584,0.983072,0,357778,Emancipating instances from the tyranny of classes in information modeling,"Jeffrey Parsons, Yair Wand",ACM Transactions on Database Systems (TODS) ,2000
378,0.984086,0,357777,Tracing the lineage of view data in a warehousing environment,"Yingwei Cui, Jennifer Widom, Janet L. Wiener",ACM Transactions on Database Systems (TODS) ,2000
1949,,0,362094,Report on ISDO '00: the CAiSE*00 workshop on infrastructures for dynamic business-to-business service outsourcing,"Heiko Ludwig, Paul Grefen",ACM SIGMOD Record ,2000
1950,,0,362091,Workshop on performance and architecture of web servers,"Krishna Kant, Prasant Mohapatra",ACM SIGMOD Record ,2000
1951,,0,362098,Provision of market services for eCo compliant electronic marketplaces,"Sena Arpinar, Asuman Dogac",ACM SIGMOD Record ,2000
104,0.985895,0,362096,Report on second international workshop on advanced issues of E-commerce and Web-based information systems,"Kun-Lung Wu, Philip S. Yu",ACM SIGMOD Record ,2000
493,0.983535,0,362104,Generating spatiotemporal datasets on the WWW,"Yannis Theodoridis, Mario A. Nascimento",ACM SIGMOD Record ,2000
472,0.983752,0,362101,Spatial operators,"Eliseo Clementini, Paolino Di Felice",ACM SIGMOD Record ,2000
243,0.984722,0,344860,Practical lessons in supporting large-scale computational science,"Ron Musick, Terence Critchlow",ACM SIGMOD Record ,1999
175,0.984994,0,344857,FinTime: a financial time series benchmark,"Kaippallimalil J. Jacob, Dennis Shasha",ACM SIGMOD Record ,1999
1952,,0,344869,A survey of logical models for OLAP databases,"Panos Vassiliadis, Timos Sellis",ACM SIGMOD Record ,1999
1383,0.973754,0,344864,SQLJ  Part 1: SQL routines using the Java programming language,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1999
686,0.982766,0,352982,Iterative dynamic programming: a new class of query optimization algorithms,"Donald Kossmann, Konrad Stocker",ACM Transactions on Database Systems (TODS) ,2000
1953,,0,352963,A foundation for representing and querying moving objects,"Ralf Hartmut G&#252;ting, Michael H. B&#246;hlen, Martin Erwig, Christian S. Jensen, Nikos A. Lorentzos, Markus Schneider, Michalis Vazirgiannis",ACM Transactions on Database Systems (TODS) ,2000
1954,,0,357776,A cost model for query processing in high dimensional data spaces,Christian B&#246;hm,ACM Transactions on Database Systems (TODS) ,2000
486,0.983731,0,352983,A model for compound type changes encountered in schema evolution,Barbara Staudt Lerner,ACM Transactions on Database Systems (TODS) ,2000
1955,,0,601864,Book reviews,Karl Aberer,ACM SIGMOD Record ,2002
242,0.984722,0,601865,Book review column,Karl Aberer,ACM SIGMOD Record ,2002
393,0.983978,0,601862,Clustering validity checking methods: part II,"Maria Halkidi, Yannis Batistakis, Michalis Vazirgiannis",ACM SIGMOD Record ,2002
1956,,0,601863,A study on the management of semantic transaction for efficient data retrieval,"Shi Ming Huang, Irene Kwan, Chih He Li",ACM SIGMOD Record ,2002
1957,,0,601868,Database principles,Leonid Libkin,ACM SIGMOD Record ,2002
147,0.985279,0,601869,Automata theory for XML researchers,Frank Neven,ACM SIGMOD Record ,2002
1958,,0,601866,Introduction to constraint databases,Bart Kuijpers,ACM SIGMOD Record ,2002
751,0.982275,0,601867,Foundations of statistical natural language processing,Gerhard Weikum,ACM SIGMOD Record ,2002
1959,,0,601872,Industry perspectives,Len Seligman,ACM SIGMOD Record ,2002
1781,0.863451,0,601873,Toward autonomic computing with DB2 universal database,"Sam S. Lightstone, Guy Lohman, Danny Zilio",ACM SIGMOD Record ,2002
1960,,0,601870,Distinguished DB profiles,Marianne Winslett,ACM SIGMOD Record ,2002
1961,,0,601871,"Hector Garcia-Molina speaks out: regarding startups, how life is getting harder, delta papers, CS in Mexico, life as a department chair, and more",Marianne Winslett,ACM SIGMOD Record ,2002
1962,,0,601876,Standards,Jim Melton,ACM SIGMOD Record ,2002
1696,0.941047,0,601877,SQL/MED: a status report,"Jim Melton, Jan Eike Michels, Vanja Josifovski, Krishna Kulkarni, Peter Schwarz",ACM SIGMOD Record ,2002
1963,,0,601874,Influential papers,Ken Ross,ACM SIGMOD Record ,2002
1558,0.961461,0,601875,Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002
498,0.983393,0,568519,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",ACM Transactions on Database Systems (TODS) ,2002
146,0.985279,0,565143,Combining fuzzy information: an overview,Ronald Fagin,ACM SIGMOD Record ,2002
1964,,0,565142,Database principles,Leonid Libkin,ACM SIGMOD Record ,2002
392,0.983978,0,565141,SQL/XML is making good progress,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,2002
685,0.982766,0,581752,Searching for dependencies at multiple abstraction levels,"Toon Calders, Raymond T. Ng, Jef Wijsen",ACM Transactions on Database Systems (TODS) ,2002
1965,,0,569785,Editorial directons,Won Kim,ACM Transactions on Database Systems (TODS) ,1995
1807,0.0840873,0,569784,Editorial: Charter and scope,Won Kim,ACM Transactions on Database Systems (TODS) ,1995
1688,0.94504,0,568520,Locally adaptive dimensionality reduction for indexing large time series databases,"Kaushik Chakrabarti, Eamonn Keogh, Sharad Mehrotra, Michael Pazzani",ACM Transactions on Database Systems (TODS) ,2002
583,0.983072,0,582412,Searching in metric spaces with user-defined and approximate distances,"Paolo Ciaccia, Marco Patella",ACM Transactions on Database Systems (TODS) ,2002
1634,0.953728,0,582411,Understanding the global semantics of referential actions using logic rules,"Wolfgang May, Bertram Lud&#228;scher",ACM Transactions on Database Systems (TODS) ,2002
377,0.984086,0,581754,Cost models for overlapping and multiversion structures,"Yufei Tao, Dimitris Papadias, Jun Zhang",ACM Transactions on Database Systems (TODS) ,2002
684,0.982766,0,581753,Fast incremental maintenance of approximate histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",ACM Transactions on Database Systems (TODS) ,2002
112,0.985579,0,601861,The cougar approach to in-network query processing in sensor networks,"Yong Yao, Johannes Gehrke",ACM SIGMOD Record ,2002
1966,,0,601860,Articles,Avigdor Gal,ACM SIGMOD Record ,2002
241,0.984722,0,601859,Treasurer's message,Joachim Hammer,ACM SIGMOD Record ,2002
1608,0.956172,0,582413,SilkRoute: A framework for publishing relational data in XML,"Mary Fern&#225;ndez, Yana Kadiyska, Dan Suciu, Atsuyuki Morishima, Wang-Chiew Tan",ACM Transactions on Database Systems (TODS) ,2002
1967,,0,603879,The Ecobase project: database and web technologies for environmental information systems,"Luc Bouganim, Maria Claudia Cavalcanti, Fran&#231;oise Fabret, Maria Luiza Campos, Fran&#231;ois Llirbat, Marta Mattoso, Rubens Melo, Ana Maria Moura, Esther Pacitti, Fabio Porto, Margareth Simoes, Eric Simon, Asterio Tanaka, Patrick Valduriez",ACM SIGMOD Record ,2001
111,0.985579,0,603880,Data analysis and mining in the life sciences,Nam Huyn,ACM SIGMOD Record ,2001
1968,,0,603881,Influential papers,Ken Ross,ACM SIGMOD Record ,2001
1719,0.933474,0,603882,Reminiscences on influential papers,Kenneth A. Ross,ACM SIGMOD Record ,2001
145,0.985279,0,603884,Continuous queries over data streams,"Shivnath Babu, Jennifer Widom",ACM SIGMOD Record ,2001
1969,,0,603885,Career forum,Alexandros Labrinidis,ACM SIGMOD Record ,2001
471,0.983752,0,603886,Career-enhancing services at SIGMOD online,"Alexandros Labrinidis, Alberto O. Mendelzon",ACM SIGMOD Record ,2001
1970,,0,604262,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record ,2001
1971,,0,604265,Special section on data mining for intrusion detection and threat analysis,Daniel Barbar&#225;,ACM SIGMOD Record ,2001
1972,,0,604266,Special issue on data mining for intrusion detection and threat analysis,Daniel Barbar&#225;,ACM SIGMOD Record ,2001
391,0.983978,0,604267,Data mining-based intrusion detectors: an overview of the columbia IDS project,"Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin",ACM SIGMOD Record ,2001
1406,0.972246,0,604268,ADAM: a testbed for exploring the use of data mining in intrusion detection,"Daniel Barbar&#225;, Julia Couto, Sushil Jajodia, Ningning Wu",ACM SIGMOD Record ,2001
1721,0.933121,0,604269,Detection and classification of intrusions and faults using sequences of system calls,"Jo&#227;o B. D. Cabrera, Lundy Lewis, Raman K. Mehra",ACM SIGMOD Record ,2001
