dst,src
5150623,1078354
1680671,1649976
1686731,1649976
2063983,1649976
2188777,1649976
2381486,1649976
2580709,1649976
3226827,1649976
3234880,1649976
3640600,1649976
4389947,1649976
4458926,1649976
5150623,1649976
1686731,1680671
2063983,1680671
2188777,1680671
2381486,1680671
2580709,1680671
3226827,1680671
3234880,1680671
3640600,1680671
4389947,1680671
4458926,1680671
5150623,1680671
2063983,1686731
2188777,1686731
2381486,1686731
2580709,1686731
3226827,1686731
3234880,1686731
3640600,1686731
4389947,1686731
4458926,1686731
5150623,1686731
2188777,2063983
2381486,2063983
2580709,2063983
3226827,2063983
3234880,2063983
3640600,2063983
4389947,2063983
4458926,2063983
5150623,2063983
2381486,2188777
2580709,2188777
3226827,2188777
3234880,2188777
3640600,2188777
4389947,2188777
4458926,2188777
5150623,2188777
2580709,2381486
3226827,2381486
3234880,2381486
3640600,2381486
4389947,2381486
4458926,2381486
5150623,2381486
3226827,2580709
3234880,2580709
3640600,2580709
4389947,2580709
4458926,2580709
5150623,2580709
3234880,3226827
3640600,3226827
4389947,3226827
4458926,3226827
5150623,3226827
3640600,3234880
4389947,3234880
4458926,3234880
5150623,3234880
4389947,3640600
4458926,3640600
5150623,3640600
4458926,4389947
5150623,4389947
5150623,4458926
2384291,27141
2876235,27141
3871191,27141
4512897,27141
5132800,27141
5302851,27141
2876235,2384291
3871191,2384291
4512897,2384291
5132800,2384291
5302851,2384291
3871191,2876235
4512897,2876235
5132800,2876235
5302851,2876235
4512897,3871191
5132800,3871191
5302851,3871191
5132800,4512897
5302851,4512897
5302851,5132800
729505,27458
817450,27458
877994,27458
2639779,27458
2787404,27458
2896285,27458
3076295,27458
3606131,27458
3644094,27458
4581222,27458
4858895,27458
817450,729505
877994,729505
2639779,729505
2787404,729505
2896285,729505
3076295,729505
3606131,729505
3644094,729505
4581222,729505
4858895,729505
877994,817450
2639779,817450
2787404,817450
2896285,817450
3076295,817450
3606131,817450
3644094,817450
4581222,817450
4858895,817450
2639779,877994
2787404,877994
2896285,877994
3076295,877994
3606131,877994
3644094,877994
4581222,877994
4858895,877994
2787404,2639779
2896285,2639779
3076295,2639779
3606131,2639779
3644094,2639779
4581222,2639779
4858895,2639779
2896285,2787404
3076295,2787404
3606131,2787404
3644094,2787404
4581222,2787404
4858895,2787404
3076295,2896285
3606131,2896285
3644094,2896285
4581222,2896285
4858895,2896285
3606131,3076295
3644094,3076295
4581222,3076295
4858895,3076295
3644094,3606131
4581222,3606131
4858895,3606131
4581222,3644094
4858895,3644094
4858895,4581222
956177,27624
2352809,27624
5486111,27624
2352809,956177
5486111,956177
5486111,2352809
527860,28003
657334,28003
1299057,28003
1556641,28003
1869701,28003
2348925,28003
3167275,28003
3202305,28003
3646081,28003
3749436,28003
3887318,28003
4015417,28003
4046485,28003
4209702,28003
4340391,28003
4718527,28003
4766098,28003
4989992,28003
657334,527860
1299057,527860
1556641,527860
1869701,527860
2348925,527860
3167275,527860
3202305,527860
3646081,527860
3749436,527860
3887318,527860
4015417,527860
4046485,527860
4209702,527860
4340391,527860
4718527,527860
4766098,527860
4989992,527860
1299057,657334
1556641,657334
1869701,657334
2348925,657334
3167275,657334
3202305,657334
3646081,657334
3749436,657334
3887318,657334
4015417,657334
4046485,657334
4209702,657334
4340391,657334
4718527,657334
4766098,657334
4989992,657334
1556641,1299057
1869701,1299057
2348925,1299057
3167275,1299057
3202305,1299057
3646081,1299057
3749436,1299057
3887318,1299057
4015417,1299057
4046485,1299057
4209702,1299057
4340391,1299057
4718527,1299057
4766098,1299057
4989992,1299057
1869701,1556641
2348925,1556641
3167275,1556641
3202305,1556641
3646081,1556641
3749436,1556641
3887318,1556641
4015417,1556641
4046485,1556641
4209702,1556641
4340391,1556641
4718527,1556641
4766098,1556641
4989992,1556641
2348925,1869701
3167275,1869701
3202305,1869701
3646081,1869701
3749436,1869701
3887318,1869701
4015417,1869701
4046485,1869701
4209702,1869701
4340391,1869701
4718527,1869701
4766098,1869701
4989992,1869701
3167275,2348925
3202305,2348925
3646081,2348925
3749436,2348925
3887318,2348925
4015417,2348925
4046485,2348925
4209702,2348925
4340391,2348925
4718527,2348925
4766098,2348925
4989992,2348925
3202305,3167275
3646081,3167275
3749436,3167275
3887318,3167275
4015417,3167275
4046485,3167275
4209702,3167275
4340391,3167275
4718527,3167275
4766098,3167275
4989992,3167275
3646081,3202305
3749436,3202305
3887318,3202305
4015417,3202305
4046485,3202305
4209702,3202305
4340391,3202305
4718527,3202305
4766098,3202305
4989992,3202305
3749436,3646081
3887318,3646081
4015417,3646081
4046485,3646081
4209702,3646081
4340391,3646081
4718527,3646081
4766098,3646081
4989992,3646081
3887318,3749436
4015417,3749436
4046485,3749436
4209702,3749436
4340391,3749436
4718527,3749436
4766098,3749436
4989992,3749436
4015417,3887318
4046485,3887318
4209702,3887318
4340391,3887318
4718527,3887318
4766098,3887318
4989992,3887318
4046485,4015417
4209702,4015417
4340391,4015417
4718527,4015417
4766098,4015417
4989992,4015417
4209702,4046485
4340391,4046485
4718527,4046485
4766098,4046485
4989992,4046485
4340391,4209702
4718527,4209702
4766098,4209702
4989992,4209702
4718527,4340391
4766098,4340391
4989992,4340391
4766098,4718527
4989992,4718527
4989992,4766098
382848,28025
382969,28025
598584,28025
1491328,28025
1558039,28025
1587648,28025
1622353,28025
1636514,28025
1652761,28025
1987519,28025
2736586,28025
2752186,28025
3055824,28025
3437079,28025
3791345,28025
4201572,28025
4217966,28025
4778925,28025
5149333,28025
5272495,28025
382969,382848
598584,382848
1491328,382848
1558039,382848
1587648,382848
1622353,382848
1636514,382848
1652761,382848
1987519,382848
2736586,382848
2752186,382848
3055824,382848
3437079,382848
3791345,382848
4201572,382848
4217966,382848
4778925,382848
5149333,382848
5272495,382848
598584,382969
1491328,382969
1558039,382969
1587648,382969
1622353,382969
1636514,382969
1652761,382969
1987519,382969
2736586,382969
2752186,382969
3055824,382969
3437079,382969
3791345,382969
4201572,382969
4217966,382969
4778925,382969
5149333,382969
5272495,382969
1491328,598584
1558039,598584
1587648,598584
1622353,598584
1636514,598584
1652761,598584
1987519,598584
2736586,598584
2752186,598584
3055824,598584
3437079,598584
3791345,598584
4201572,598584
4217966,598584
4778925,598584
5149333,598584
5272495,598584
1558039,1491328
1587648,1491328
1622353,1491328
1636514,1491328
1652761,1491328
1987519,1491328
2736586,1491328
2752186,1491328
3055824,1491328
3437079,1491328
3791345,1491328
4201572,1491328
4217966,1491328
4778925,1491328
5149333,1491328
5272495,1491328
1587648,1558039
1622353,1558039
1636514,1558039
1652761,1558039
1987519,1558039
2736586,1558039
2752186,1558039
3055824,1558039
3437079,1558039
3791345,1558039
4201572,1558039
4217966,1558039
4778925,1558039
5149333,1558039
5272495,1558039
1622353,1587648
1636514,1587648
1652761,1587648
1987519,1587648
2736586,1587648
2752186,1587648
3055824,1587648
3437079,1587648
3791345,1587648
4201572,1587648
4217966,1587648
4778925,1587648
5149333,1587648
5272495,1587648
1636514,1622353
1652761,1622353
1987519,1622353
2736586,1622353
2752186,1622353
3055824,1622353
3437079,1622353
3791345,1622353
4201572,1622353
4217966,1622353
4778925,1622353
5149333,1622353
5272495,1622353
1652761,1636514
1987519,1636514
2736586,1636514
2752186,1636514
3055824,1636514
3437079,1636514
3791345,1636514
4201572,1636514
4217966,1636514
4778925,1636514
5149333,1636514
5272495,1636514
1987519,1652761
2736586,1652761
2752186,1652761
3055824,1652761
3437079,1652761
3791345,1652761
4201572,1652761
4217966,1652761
4778925,1652761
5149333,1652761
5272495,1652761
2736586,1987519
2752186,1987519
3055824,1987519
3437079,1987519
3791345,1987519
4201572,1987519
4217966,1987519
4778925,1987519
5149333,1987519
5272495,1987519
2752186,2736586
3055824,2736586
3437079,2736586
3791345,2736586
4201572,2736586
4217966,2736586
4778925,2736586
5149333,2736586
5272495,2736586
3055824,2752186
3437079,2752186
3791345,2752186
4201572,2752186
4217966,2752186
4778925,2752186
5149333,2752186
5272495,2752186
3437079,3055824
3791345,3055824
4201572,3055824
4217966,3055824
4778925,3055824
5149333,3055824
5272495,3055824
3791345,3437079
4201572,3437079
4217966,3437079
4778925,3437079
5149333,3437079
5272495,3437079
4201572,3791345
4217966,3791345
4778925,3791345
5149333,3791345
5272495,3791345
4217966,4201572
4778925,4201572
5149333,4201572
5272495,4201572
4778925,4217966
5149333,4217966
5272495,4217966
5149333,4778925
5272495,4778925
5272495,5149333
308099,28147
416743,28147
1081567,28147
1306305,28147
1398099,28147
1790294,28147
1939080,28147
1972448,28147
4465530,28147
5220573,28147
5321924,28147
5335883,28147
5386560,28147
5607364,28147
416743,308099
1081567,308099
1306305,308099
1398099,308099
1790294,308099
1939080,308099
1972448,308099
4465530,308099
5220573,308099
5321924,308099
5335883,308099
5386560,308099
5607364,308099
1081567,416743
1306305,416743
1398099,416743
1790294,416743
1939080,416743
1972448,416743
4465530,416743
5220573,416743
5321924,416743
5335883,416743
5386560,416743
5607364,416743
1306305,1081567
1398099,1081567
1790294,1081567
1939080,1081567
1972448,1081567
4465530,1081567
5220573,1081567
5321924,1081567
5335883,1081567
5386560,1081567
5607364,1081567
1398099,1306305
1790294,1306305
1939080,1306305
1972448,1306305
4465530,1306305
5220573,1306305
5321924,1306305
5335883,1306305
5386560,1306305
5607364,1306305
1790294,1398099
1939080,1398099
1972448,1398099
4465530,1398099
5220573,1398099
5321924,1398099
5335883,1398099
5386560,1398099
5607364,1398099
1939080,1790294
1972448,1790294
4465530,1790294
5220573,1790294
5321924,1790294
5335883,1790294
5386560,1790294
5607364,1790294
1972448,1939080
4465530,1939080
5220573,1939080
5321924,1939080
5335883,1939080
5386560,1939080
5607364,1939080
4465530,1972448
5220573,1972448
5321924,1972448
5335883,1972448
5386560,1972448
5607364,1972448
5220573,4465530
5321924,4465530
5335883,4465530
5386560,4465530
5607364,4465530
5321924,5220573
5335883,5220573
5386560,5220573
5607364,5220573
5335883,5321924
5386560,5321924
5607364,5321924
5386560,5335883
5607364,5335883
5607364,5386560
31334,28158
186738,28158
566198,28158
571598,28158
591544,28158
809605,28158
887991,28158
900824,28158
948264,28158
1079961,28158
1098013,28158
1269613,28158
1287514,28158
1315912,28158
1508355,28158
1660406,28158
1714615,28158
1769354,28158
1802071,28158
1877118,28158
2107902,28158
2147277,28158
2229098,28158
2252448,28158
2283159,28158
2392182,28158
2417629,28158
2560542,28158
2603739,28158
2689632,28158
2750925,28158
2939727,28158
3003977,28158
3093474,28158
3122102,28158
3144583,28158
3307745,28158
3323092,28158
3648527,28158
3783334,28158
3786150,28158
3791828,28158
4155128,28158
4167944,28158
4206958,28158
4277957,28158
4299317,28158
4361900,28158
4438766,28158
4457154,28158
4557387,28158
4576224,28158
4619221,28158
4881228,28158
4891724,28158
4901259,28158
4903871,28158
5173913,28158
5386725,28158
5416116,28158
5442008,28158
5450570,28158
5566292,28158
186738,31334
566198,31334
571598,31334
591544,31334
809605,31334
887991,31334
900824,31334
948264,31334
1079961,31334
1098013,31334
1269613,31334
1287514,31334
1315912,31334
1508355,31334
1660406,31334
1714615,31334
1769354,31334
1802071,31334
1877118,31334
2107902,31334
2147277,31334
2229098,31334
2252448,31334
2283159,31334
2392182,31334
2417629,31334
2560542,31334
2603739,31334
2689632,31334
2750925,31334
2939727,31334
3003977,31334
3093474,31334
3122102,31334
3144583,31334
3307745,31334
3323092,31334
3648527,31334
3783334,31334
3786150,31334
3791828,31334
4155128,31334
4167944,31334
4206958,31334
4277957,31334
4299317,31334
4361900,31334
4438766,31334
4457154,31334
4557387,31334
4576224,31334
4619221,31334
4881228,31334
4891724,31334
4901259,31334
4903871,31334
5173913,31334
5386725,31334
5416116,31334
5442008,31334
5450570,31334
5566292,31334
566198,186738
571598,186738
591544,186738
809605,186738
887991,186738
900824,186738
948264,186738
1079961,186738
1098013,186738
1269613,186738
1287514,186738
1315912,186738
1508355,186738
1660406,186738
1714615,186738
1769354,186738
1802071,186738
1877118,186738
2107902,186738
2147277,186738
2229098,186738
2252448,186738
2283159,186738
2392182,186738
2417629,186738
2560542,186738
2603739,186738
2689632,186738
2750925,186738
2939727,186738
3003977,186738
3093474,186738
3122102,186738
3144583,186738
3307745,186738
3323092,186738
3648527,186738
3783334,186738
3786150,186738
3791828,186738
4155128,186738
4167944,186738
4206958,186738
4277957,186738
4299317,186738
4361900,186738
4438766,186738
4457154,186738
4557387,186738
4576224,186738
4619221,186738
4881228,186738
4891724,186738
4901259,186738
4903871,186738
5173913,186738
5386725,186738
5416116,186738
5442008,186738
5450570,186738
5566292,186738
571598,566198
591544,566198
809605,566198
887991,566198
900824,566198
948264,566198
1079961,566198
1098013,566198
1269613,566198
1287514,566198
1315912,566198
1508355,566198
1660406,566198
1714615,566198
1769354,566198
1802071,566198
1877118,566198
2107902,566198
2147277,566198
2229098,566198
2252448,566198
2283159,566198
2392182,566198
2417629,566198
2560542,566198
2603739,566198
2689632,566198
2750925,566198
2939727,566198
3003977,566198
3093474,566198
3122102,566198
3144583,566198
3307745,566198
3323092,566198
3648527,566198
3783334,566198
3786150,566198
3791828,566198
4155128,566198
4167944,566198
4206958,566198
4277957,566198
4299317,566198
4361900,566198
4438766,566198
4457154,566198
4557387,566198
4576224,566198
4619221,566198
4881228,566198
4891724,566198
4901259,566198
4903871,566198
5173913,566198
5386725,566198
5416116,566198
5442008,566198
5450570,566198
5566292,566198
591544,571598
809605,571598
887991,571598
900824,571598
948264,571598
1079961,571598
1098013,571598
1269613,571598
1287514,571598
1315912,571598
1508355,571598
1660406,571598
1714615,571598
1769354,571598
1802071,571598
1877118,571598
2107902,571598
2147277,571598
2229098,571598
2252448,571598
2283159,571598
2392182,571598
2417629,571598
2560542,571598
2603739,571598
2689632,571598
2750925,571598
2939727,571598
3003977,571598
3093474,571598
3122102,571598
3144583,571598
3307745,571598
3323092,571598
3648527,571598
3783334,571598
3786150,571598
3791828,571598
4155128,571598
4167944,571598
4206958,571598
4277957,571598
4299317,571598
4361900,571598
4438766,571598
4457154,571598
4557387,571598
4576224,571598
4619221,571598
4881228,571598
4891724,571598
4901259,571598
4903871,571598
5173913,571598
5386725,571598
5416116,571598
5442008,571598
5450570,571598
5566292,571598
809605,591544
887991,591544
900824,591544
948264,591544
1079961,591544
1098013,591544
1269613,591544
1287514,591544
1315912,591544
1508355,591544
1660406,591544
1714615,591544
1769354,591544
1802071,591544
1877118,591544
2107902,591544
2147277,591544
2229098,591544
2252448,591544
2283159,591544
2392182,591544
2417629,591544
2560542,591544
2603739,591544
2689632,591544
2750925,591544
2939727,591544
3003977,591544
3093474,591544
3122102,591544
3144583,591544
3307745,591544
3323092,591544
3648527,591544
3783334,591544
3786150,591544
3791828,591544
4155128,591544
4167944,591544
4206958,591544
4277957,591544
4299317,591544
4361900,591544
4438766,591544
4457154,591544
4557387,591544
4576224,591544
4619221,591544
4881228,591544
4891724,591544
4901259,591544
4903871,591544
5173913,591544
5386725,591544
5416116,591544
5442008,591544
5450570,591544
5566292,591544
887991,809605
900824,809605
948264,809605
1079961,809605
1098013,809605
1269613,809605
1287514,809605
1315912,809605
1508355,809605
1660406,809605
1714615,809605
1769354,809605
1802071,809605
1877118,809605
2107902,809605
2147277,809605
2229098,809605
2252448,809605
2283159,809605
2392182,809605
2417629,809605
2560542,809605
2603739,809605
2689632,809605
2750925,809605
2939727,809605
3003977,809605
3093474,809605
3122102,809605
3144583,809605
3307745,809605
3323092,809605
3648527,809605
3783334,809605
3786150,809605
3791828,809605
4155128,809605
4167944,809605
4206958,809605
4277957,809605
4299317,809605
4361900,809605
4438766,809605
4457154,809605
4557387,809605
4576224,809605
4619221,809605
4881228,809605
4891724,809605
4901259,809605
4903871,809605
5173913,809605
5386725,809605
5416116,809605
5442008,809605
5450570,809605
5566292,809605
900824,887991
948264,887991
1079961,887991
1098013,887991
1269613,887991
1287514,887991
1315912,887991
1508355,887991
1660406,887991
1714615,887991
1769354,887991
1802071,887991
1877118,887991
2107902,887991
2147277,887991
2229098,887991
2252448,887991
2283159,887991
2392182,887991
2417629,887991
2560542,887991
2603739,887991
2689632,887991
2750925,887991
2939727,887991
3003977,887991
3093474,887991
3122102,887991
3144583,887991
3307745,887991
3323092,887991
3648527,887991
3783334,887991
3786150,887991
3791828,887991
4155128,887991
4167944,887991
4206958,887991
4277957,887991
4299317,887991
4361900,887991
4438766,887991
4457154,887991
4557387,887991
4576224,887991
4619221,887991
4881228,887991
4891724,887991
4901259,887991
4903871,887991
5173913,887991
5386725,887991
5416116,887991
5442008,887991
5450570,887991
5566292,887991
948264,900824
1079961,900824
1098013,900824
1269613,900824
1287514,900824
1315912,900824
1508355,900824
1660406,900824
1714615,900824
1769354,900824
1802071,900824
1877118,900824
2107902,900824
2147277,900824
2229098,900824
2252448,900824
2283159,900824
2392182,900824
2417629,900824
2560542,900824
2603739,900824
2689632,900824
2750925,900824
2939727,900824
3003977,900824
3093474,900824
3122102,900824
3144583,900824
3307745,900824
3323092,900824
3648527,900824
3783334,900824
3786150,900824
3791828,900824
4155128,900824
4167944,900824
4206958,900824
4277957,900824
4299317,900824
4361900,900824
4438766,900824
4457154,900824
4557387,900824
4576224,900824
4619221,900824
4881228,900824
4891724,900824
4901259,900824
4903871,900824
5173913,900824
5386725,900824
5416116,900824
5442008,900824
5450570,900824
5566292,900824
1079961,948264
1098013,948264
1269613,948264
1287514,948264
1315912,948264
1508355,948264
1660406,948264
1714615,948264
1769354,948264
1802071,948264
1877118,948264
2107902,948264
2147277,948264
2229098,948264
2252448,948264
2283159,948264
2392182,948264
2417629,948264
2560542,948264
2603739,948264
2689632,948264
2750925,948264
2939727,948264
3003977,948264
3093474,948264
3122102,948264
3144583,948264
3307745,948264
3323092,948264
3648527,948264
3783334,948264
3786150,948264
3791828,948264
4155128,948264
4167944,948264
4206958,948264
4277957,948264
4299317,948264
4361900,948264
4438766,948264
4457154,948264
4557387,948264
4576224,948264
4619221,948264
4881228,948264
4891724,948264
4901259,948264
4903871,948264
5173913,948264
5386725,948264
5416116,948264
5442008,948264
5450570,948264
5566292,948264
1098013,1079961
1269613,1079961
1287514,1079961
1315912,1079961
1508355,1079961
1660406,1079961
1714615,1079961
1769354,1079961
1802071,1079961
1877118,1079961
2107902,1079961
2147277,1079961
2229098,1079961
2252448,1079961
2283159,1079961
2392182,1079961
2417629,1079961
2560542,1079961
2603739,1079961
2689632,1079961
2750925,1079961
2939727,1079961
3003977,1079961
3093474,1079961
3122102,1079961
3144583,1079961
3307745,1079961
3323092,1079961
3648527,1079961
3783334,1079961
3786150,1079961
3791828,1079961
4155128,1079961
4167944,1079961
4206958,1079961
4277957,1079961
4299317,1079961
4361900,1079961
4438766,1079961
4457154,1079961
4557387,1079961
4576224,1079961
4619221,1079961
4881228,1079961
4891724,1079961
4901259,1079961
4903871,1079961
5173913,1079961
5386725,1079961
5416116,1079961
5442008,1079961
5450570,1079961
5566292,1079961
1269613,1098013
1287514,1098013
1315912,1098013
1508355,1098013
1660406,1098013
1714615,1098013
1769354,1098013
1802071,1098013
1877118,1098013
2107902,1098013
2147277,1098013
2229098,1098013
2252448,1098013
2283159,1098013
2392182,1098013
2417629,1098013
2560542,1098013
2603739,1098013
2689632,1098013
2750925,1098013
2939727,1098013
3003977,1098013
3093474,1098013
3122102,1098013
3144583,1098013
3307745,1098013
3323092,1098013
3648527,1098013
3783334,1098013
3786150,1098013
3791828,1098013
4155128,1098013
4167944,1098013
4206958,1098013
4277957,1098013
4299317,1098013
4361900,1098013
4438766,1098013
4457154,1098013
4557387,1098013
4576224,1098013
4619221,1098013
4881228,1098013
4891724,1098013
4901259,1098013
4903871,1098013
5173913,1098013
5386725,1098013
5416116,1098013
5442008,1098013
5450570,1098013
5566292,1098013
1287514,1269613
1315912,1269613
1508355,1269613
1660406,1269613
1714615,1269613
1769354,1269613
1802071,1269613
1877118,1269613
2107902,1269613
2147277,1269613
2229098,1269613
2252448,1269613
2283159,1269613
2392182,1269613
2417629,1269613
2560542,1269613
2603739,1269613
2689632,1269613
2750925,1269613
2939727,1269613
3003977,1269613
3093474,1269613
3122102,1269613
3144583,1269613
3307745,1269613
3323092,1269613
3648527,1269613
3783334,1269613
3786150,1269613
3791828,1269613
4155128,1269613
4167944,1269613
4206958,1269613
4277957,1269613
4299317,1269613
4361900,1269613
4438766,1269613
4457154,1269613
4557387,1269613
4576224,1269613
4619221,1269613
4881228,1269613
4891724,1269613
4901259,1269613
4903871,1269613
5173913,1269613
5386725,1269613
5416116,1269613
5442008,1269613
5450570,1269613
5566292,1269613
1315912,1287514
1508355,1287514
1660406,1287514
1714615,1287514
1769354,1287514
1802071,1287514
1877118,1287514
2107902,1287514
2147277,1287514
2229098,1287514
2252448,1287514
2283159,1287514
2392182,1287514
2417629,1287514
2560542,1287514
2603739,1287514
2689632,1287514
2750925,1287514
2939727,1287514
3003977,1287514
3093474,1287514
3122102,1287514
3144583,1287514
3307745,1287514
3323092,1287514
3648527,1287514
3783334,1287514
3786150,1287514
3791828,1287514
4155128,1287514
4167944,1287514
4206958,1287514
4277957,1287514
4299317,1287514
4361900,1287514
4438766,1287514
4457154,1287514
4557387,1287514
4576224,1287514
4619221,1287514
4881228,1287514
4891724,1287514
4901259,1287514
4903871,1287514
5173913,1287514
5386725,1287514
5416116,1287514
5442008,1287514
5450570,1287514
5566292,1287514
1508355,1315912
1660406,1315912
1714615,1315912
1769354,1315912
1802071,1315912
1877118,1315912
2107902,1315912
2147277,1315912
2229098,1315912
2252448,1315912
2283159,1315912
2392182,1315912
2417629,1315912
2560542,1315912
2603739,1315912
2689632,1315912
2750925,1315912
2939727,1315912
3003977,1315912
3093474,1315912
3122102,1315912
3144583,1315912
3307745,1315912
3323092,1315912
3648527,1315912
3783334,1315912
3786150,1315912
3791828,1315912
4155128,1315912
4167944,1315912
4206958,1315912
4277957,1315912
4299317,1315912
4361900,1315912
4438766,1315912
4457154,1315912
4557387,1315912
4576224,1315912
4619221,1315912
4881228,1315912
4891724,1315912
4901259,1315912
4903871,1315912
5173913,1315912
5386725,1315912
5416116,1315912
5442008,1315912
5450570,1315912
5566292,1315912
1660406,1508355
1714615,1508355
1769354,1508355
1802071,1508355
1877118,1508355
2107902,1508355
2147277,1508355
2229098,1508355
2252448,1508355
2283159,1508355
2392182,1508355
2417629,1508355
2560542,1508355
2603739,1508355
2689632,1508355
2750925,1508355
2939727,1508355
3003977,1508355
3093474,1508355
3122102,1508355
3144583,1508355
3307745,1508355
3323092,1508355
3648527,1508355
3783334,1508355
3786150,1508355
3791828,1508355
4155128,1508355
4167944,1508355
4206958,1508355
4277957,1508355
4299317,1508355
4361900,1508355
4438766,1508355
4457154,1508355
4557387,1508355
4576224,1508355
4619221,1508355
4881228,1508355
4891724,1508355
4901259,1508355
4903871,1508355
5173913,1508355
5386725,1508355
5416116,1508355
5442008,1508355
5450570,1508355
5566292,1508355
1714615,1660406
1769354,1660406
1802071,1660406
1877118,1660406
2107902,1660406
2147277,1660406
2229098,1660406
2252448,1660406
2283159,1660406
2392182,1660406
2417629,1660406
2560542,1660406
2603739,1660406
2689632,1660406
2750925,1660406
2939727,1660406
3003977,1660406
3093474,1660406
3122102,1660406
3144583,1660406
3307745,1660406
3323092,1660406
3648527,1660406
3783334,1660406
3786150,1660406
3791828,1660406
4155128,1660406
4167944,1660406
4206958,1660406
4277957,1660406
4299317,1660406
4361900,1660406
4438766,1660406
4457154,1660406
4557387,1660406
4576224,1660406
4619221,1660406
4881228,1660406
4891724,1660406
4901259,1660406
4903871,1660406
5173913,1660406
5386725,1660406
5416116,1660406
5442008,1660406
5450570,1660406
5566292,1660406
1769354,1714615
1802071,1714615
1877118,1714615
2107902,1714615
2147277,1714615
2229098,1714615
2252448,1714615
2283159,1714615
2392182,1714615
2417629,1714615
2560542,1714615
2603739,1714615
2689632,1714615
2750925,1714615
2939727,1714615
3003977,1714615
3093474,1714615
3122102,1714615
3144583,1714615
3307745,1714615
3323092,1714615
3648527,1714615
3783334,1714615
3786150,1714615
3791828,1714615
4155128,1714615
4167944,1714615
4206958,1714615
4277957,1714615
4299317,1714615
4361900,1714615
4438766,1714615
4457154,1714615
4557387,1714615
4576224,1714615
4619221,1714615
4881228,1714615
4891724,1714615
4901259,1714615
4903871,1714615
5173913,1714615
5386725,1714615
5416116,1714615
5442008,1714615
5450570,1714615
5566292,1714615
1802071,1769354
1877118,1769354
2107902,1769354
2147277,1769354
2229098,1769354
2252448,1769354
2283159,1769354
2392182,1769354
2417629,1769354
2560542,1769354
2603739,1769354
2689632,1769354
2750925,1769354
2939727,1769354
3003977,1769354
3093474,1769354
3122102,1769354
3144583,1769354
3307745,1769354
3323092,1769354
3648527,1769354
3783334,1769354
3786150,1769354
3791828,1769354
4155128,1769354
4167944,1769354
4206958,1769354
4277957,1769354
4299317,1769354
4361900,1769354
4438766,1769354
4457154,1769354
4557387,1769354
4576224,1769354
4619221,1769354
4881228,1769354
4891724,1769354
4901259,1769354
4903871,1769354
5173913,1769354
5386725,1769354
5416116,1769354
5442008,1769354
5450570,1769354
5566292,1769354
1877118,1802071
2107902,1802071
2147277,1802071
2229098,1802071
2252448,1802071
2283159,1802071
2392182,1802071
2417629,1802071
2560542,1802071
2603739,1802071
2689632,1802071
2750925,1802071
2939727,1802071
3003977,1802071
3093474,1802071
3122102,1802071
3144583,1802071
3307745,1802071
3323092,1802071
3648527,1802071
3783334,1802071
3786150,1802071
3791828,1802071
4155128,1802071
4167944,1802071
4206958,1802071
4277957,1802071
4299317,1802071
4361900,1802071
4438766,1802071
4457154,1802071
4557387,1802071
4576224,1802071
4619221,1802071
4881228,1802071
4891724,1802071
4901259,1802071
4903871,1802071
5173913,1802071
5386725,1802071
5416116,1802071
5442008,1802071
5450570,1802071
5566292,1802071
2107902,1877118
2147277,1877118
2229098,1877118
2252448,1877118
2283159,1877118
2392182,1877118
2417629,1877118
2560542,1877118
2603739,1877118
2689632,1877118
2750925,1877118
2939727,1877118
3003977,1877118
3093474,1877118
3122102,1877118
3144583,1877118
3307745,1877118
3323092,1877118
3648527,1877118
3783334,1877118
3786150,1877118
3791828,1877118
4155128,1877118
4167944,1877118
4206958,1877118
4277957,1877118
4299317,1877118
4361900,1877118
4438766,1877118
4457154,1877118
4557387,1877118
4576224,1877118
4619221,1877118
4881228,1877118
4891724,1877118
4901259,1877118
4903871,1877118
5173913,1877118
5386725,1877118
5416116,1877118
5442008,1877118
5450570,1877118
5566292,1877118
2147277,2107902
2229098,2107902
2252448,2107902
2283159,2107902
2392182,2107902
2417629,2107902
2560542,2107902
2603739,2107902
2689632,2107902
2750925,2107902
2939727,2107902
3003977,2107902
3093474,2107902
3122102,2107902
3144583,2107902
3307745,2107902
3323092,2107902
3648527,2107902
3783334,2107902
3786150,2107902
3791828,2107902
4155128,2107902
4167944,2107902
4206958,2107902
4277957,2107902
4299317,2107902
4361900,2107902
4438766,2107902
4457154,2107902
4557387,2107902
4576224,2107902
4619221,2107902
4881228,2107902
4891724,2107902
4901259,2107902
4903871,2107902
5173913,2107902
5386725,2107902
5416116,2107902
5442008,2107902
5450570,2107902
5566292,2107902
2229098,2147277
2252448,2147277
2283159,2147277
2392182,2147277
2417629,2147277
2560542,2147277
2603739,2147277
2689632,2147277
2750925,2147277
2939727,2147277
3003977,2147277
3093474,2147277
3122102,2147277
3144583,2147277
3307745,2147277
3323092,2147277
3648527,2147277
3783334,2147277
3786150,2147277
3791828,2147277
4155128,2147277
4167944,2147277
4206958,2147277
4277957,2147277
4299317,2147277
4361900,2147277
4438766,2147277
4457154,2147277
4557387,2147277
4576224,2147277
4619221,2147277
4881228,2147277
4891724,2147277
4901259,2147277
4903871,2147277
5173913,2147277
5386725,2147277
5416116,2147277
5442008,2147277
5450570,2147277
5566292,2147277
2252448,2229098
2283159,2229098
2392182,2229098
